id,does_the_excerpt_contain_a_prediction,does_the_excerpt_contain_a_prediction:confidence,sentence
937056255,no,1,"And yet another: at the time, Portugal, as a low-wage nation within Europe, exported a lot of apparel."
937052547,no,0.6825,"What the analysis shows is that prolonged periods of economic weakness are, with almost no exceptions, associated with falling inflation rates."
937052168,no,1,"And here’s Cochrane: First, if money is not going to be printed, it has to come from somewhere."
937053414,no,1,"One possibility was that there wasn’t as much slack in the economy as we thought, that a lot of the problem was structural rather than cyclical."
937053075,no,1,So I don’t think anyone really believes.
937052922,no,0.6699,"It would, indeed, be more sensible to build houses and the like; but if there are political and practical difficulties in the way of this, the above would be better than nothing."
937053975,no,0.6811,"Nor does having the support of a powerful person do very much; you can be the favorite student of the top person in your subfield, but that won’t do more than get your foot in the door."
937056003,no,0.68,"It’s a gradual, long-drawn-out response, because location decisions have a lot of inertia; few people would choose de novo to live in the old industrial towns of upstate New York, but the existing housing stock and the fact that people have family and social networks prevent quick abandonment."
937052122,no,0.667,"I’ll use 2, which is an optimistic estimate for current purposes: it says that you have to raise real GDP by 2 percent from what it would otherwise have been to reduce the unemployment rate 1 percentage point from what it would otherwise have been."
937054576,no,1,5
937053821,no,1,"But it’s really important to step away from the math and drop the jargon every once in a while, and not just as a public service."
937056765,no,1,This money is overwhelmingly flowing to Republicans.
937054170,no,1,"Larry has had his time running the world, but right now he sounds exactly like me: “Deflation and secular stagnation are the threats of our time."
937056822,no,1,What I mean by that is that if you came into the crisis with a broadly Hicksian view of aggregate demand you did quite well.
937053207,no,1,"A number of pundits are turning up the volume on demands that the White House offer a jobs plan based on new infrastructure spending, a long-term deficit plan that includes taxes and entitlement cuts and a market-based health care plan, among other requests."
937057217,no,0.6697,"But that’s a dwindling minority — and the effect of, say, 1 or 2 percent higher inflation isn’t going to be enormous even for this minority."
937056798,no,1,"Not according to Blanchard and Katz, who found that wages played hardly any role in US regional adjustments to shocks, that it was all about labor mobility."
937056375,no,0.669,"So Fed policy, by moving interest rates, normally exerts its effect mainly through housing."
937053155,no,1,"That’s a transfer, not a loan."
937052647,no,1,"The foundations for the shock were laid by a long period of relative stability, especially low inflation; it’s very hard for policy makers to accept that what was good in 2000 or even 2007 is no longer at all good now that Minsky has struck."
937052840,no,1,"But now something has happened – say, the collapse of a land bubble – that has forced the Sams to stop borrowing, and indeed to pay down their debt."
937056630,no,1,So Lucas came up with a story: it was all about imperfect information.
937052782,no,1,"I mean, really, guys — this is all over the blogosphere; did you really think you could get away with pretending it was never there?"
937056726,no,0.667,I doubt there’s much crude corruption going on at this level (or am I naive?
